-2.098629 -2.682405 -0.104303
-0.940659 -1.827848 1.760375
-0.769072 -3.009100 0.022788
-0.863607 -2.829750 -0.638876
-2.303267 -2.462381 0.528859
-1.488701 -1.674693 1.754134
-1.471730 -2.379862 1.434848
-1.513832 -1.906143 1.684658
-1.467841 -2.637597 1.181029
-0.278698 -2.247670 -1.025637
-0.449157 -2.268227 -1.111748
-0.083209 -2.485218 0.898324
-0.768106 -1.773466 1.749969
-1.716791 -1.911596 1.611176
-1.603251 -2.833640 -0.480149
0.042261 -2.529364 0.585596
-0.643073 -2.794888 -0.608682
-1.100362 -2.788717 1.043710
-0.742254 -2.906447 0.723137
-0.612857 -1.528420 -1.912402
-3.398142 -1.306330 -0.539012
-1.742280 0.357363 -2.093155
-3.233312 -0.056013 -1.213254
-1.039085 -2.156646 -1.557850
-1.754363 -1.496656 -2.086883
-2.319050 -2.493574 -0.046857
-0.065308 -1.507069 -1.532399
-3.474806 0.001605 -0.014390
-2.758840 -0.212261 1.425140
-2.630562 -1.942994 0.892021
-3.215565 -1.712601 -0.378990
-2.241876 -0.982690 1.722349
-2.348723 -0.091284 -2.061922
-1.218710 -0.069979 -2.259334
-0.232130 -0.994802 -1.904867
-1.907798 -0.337106 -2.262409
-1.445276 0.506576 -2.039105
-3.472821 -0.440861 0.389742
-2.383800 -2.118280 -1.301351
-3.321571 0.411028 -0.127163
-3.099340 0.422651 0.678353
-2.475572 0.899218 -1.338768
-2.760671 0.192580 -1.680407
-2.151212 -0.783473 1.790106
-3.021991 -1.605760 -1.159179
-2.187754 0.495832 -1.883532
-1.611947 -1.271574 -2.200147
-1.694455 -0.295302 -2.295274
-2.441051 0.111599 -1.947940
-1.792474 -0.017688 -2.225351
-1.565221 -0.741777 -2.317323
-3.201134 -1.668361 0.226441
-2.941062 0.388229 -1.359484
-2.671971 0.471715 -1.584999
-0.252012 -1.588723 -1.645878
-2.259452 -1.889308 -1.646888
-0.660242 -0.259987 -2.160225
-0.579528 -1.123634 -2.068878
-3.396494 -0.926482 0.533682
-2.192704 0.860432 -1.585482
-2.562514 -2.326195 0.186582
-1.795395 -2.565101 -0.831172
-2.525322 -2.212731 0.586253
-3.289953 -1.603130 -0.210290
-3.120172 0.664112 -0.610287
-2.665979 -2.041276 0.708963
-3.327810 0.301215 -0.629999
-2.359741 -1.901440 1.171335
-3.182244 0.636208 -0.052222
-0.779701 -1.392731 -2.049614
-2.891797 -1.139843 -1.638845
-3.147342 -0.083452 0.962998
-0.866441 -1.000243 -2.205606
-3.315244 -0.856043 -1.148468
-1.317705 -0.327524 -2.312399
-2.328956 0.961784 2.018451
-0.655771 2.761543 1.146950
-2.203697 1.264595 -1.407344
-0.009138 -1.042010 1.942659
-0.676306 2.891648 0.635386
-2.771813 0.185471 1.477979
0.295891 2.127803 1.752442
-2.571750 0.774712 1.795497
-2.502728 1.665460 1.421126
-2.307234 0.615011 2.088800
-1.253229 2.587417 1.393794
-1.801574 2.125265 1.717680
-3.036214 0.560866 0.887435
-1.851207 -0.628746 2.056583
-2.221027 -0.128786 2.040790
-2.973059 0.289006 1.059508
-0.315313 2.485007 1.610674
-1.828169 2.370083 1.351331
-2.175987 0.916424 -1.538609
0.208945 2.415558 1.428383
-0.957897 1.002688 -2.011395
-1.306577 0.893875 -1.969608
-1.984302 2.264722 1.354962
-0.531356 2.337687 1.851566
-2.620634 1.596537 1.286223
0.229250 1.886942 2.019522
-1.880049 1.460129 -1.554462
-2.878511 1.456846 0.741856
-2.716985 1.579077 1.094478
-2.542854 -0.287943 1.611383
-1.015860 0.681814 -2.047173
-2.342419 -0.435957 1.764671
-1.767882 1.806922 2.031843
-2.729905 0.507960 1.596480
-1.330147 2.364295 1.708051
-2.539614 -0.039908 1.742471
-1.239348 1.448513 -1.826318
-2.002851 1.691245 1.953603
-1.170939 2.088147 2.058135
0.409702 2.671928 -1.501635
-0.573609 1.932898 -1.828157
-0.033912 2.716362 -1.223799
2.198435 0.906707 -2.068902
2.620006 1.433535 -1.396548
1.986331 2.096405 -1.633309
2.504808 2.110923 -0.744381
0.011312 2.906815 -0.686482
2.386037 1.970355 -1.276190
1.413036 2.760000 -1.109836
2.112200 1.883629 -1.710598
2.131105 0.504847 -2.131994
2.085765 1.367588 1.534903
1.246721 2.207516 -1.973286
-0.029885 2.934211 -0.342483
-0.374727 2.613271 -1.120317
0.803732 0.798686 2.120741
0.667634 -0.755680 -2.162148
0.824653 1.099018 2.083257
-0.392177 2.208343 -1.711972
1.836013 2.322282 -1.509026
0.737138 1.598779 1.935906
-0.405764 2.397074 -1.470058
1.060888 1.149355 2.046485
0.096938 -0.995135 -1.855500
-0.637495 2.387326 -1.231944
1.755063 2.528325 -1.269317
2.605966 1.957731 -0.783779
0.439647 2.522681 -1.719638
1.545839 2.267030 -1.784009
-0.333838 2.793007 -0.576674
1.288142 0.962726 2.029340
0.038807 2.945421 -0.028763
1.218012 2.392327 -1.797934
1.187987 1.766436 1.795156
1.397365 1.459135 1.873367
1.821098 1.301519 1.736848
-0.756789 2.912125 -0.462872
-1.049488 3.033598 0.380814
-1.883372 2.505884 1.177611
-2.928356 1.845795 0.085688
-0.656919 2.913085 0.410750
-2.738323 2.269461 0.221221
-0.674779 2.433356 -1.126812
-2.337089 2.667482 -0.373828
-1.312441 3.086117 0.121999
-1.842939 2.960523 0.397139
-2.008037 2.370320 1.229388
-2.243438 2.291049 1.123774
-1.671464 2.923072 0.671787
-2.950131 1.546540 0.365360
-2.324849 2.552664 0.734025
-1.268447 2.936052 -0.652767
-1.390561 3.062431 0.323538
-2.574356 2.036828 -0.861660
-0.727045 2.714200 -0.838848
-2.500360 2.360845 0.744285
-2.378149 2.607713 0.529431
-1.950756 0.170535 2.462126
0.004525 -0.562427 2.507054
-1.153234 -0.256482 2.829847
-0.349075 0.074345 2.989029
0.235990 0.602647 2.794187
-0.111561 0.347535 2.968059
-1.396563 0.364280 2.917038
-0.080046 0.104509 2.914334
-0.697486 0.250879 3.060464
-0.230506 1.412080 2.724355
0.453216 -0.103101 2.475260
-1.648806 0.468851 2.777630
-0.679003 0.948896 3.013684
-0.862178 1.570763 2.672436
-0.983965 0.348831 3.045805
-1.188026 1.476728 2.663244
-0.667612 0.698189 3.064491
-0.164261 -0.714227 2.443828
-0.172558 -0.440281 2.696849
0.687067 0.755549 2.321141
0.020280 0.649573 2.911226
-0.566271 -0.335682 2.855317
3.524337 -1.726416 -0.548737
2.563683 -2.485783 0.995075
3.575639 0.783201 0.525990
0.494353 -1.584628 1.920546
1.066868 -0.993549 -2.139753
1.031100 -0.712782 -2.175804
2.253386 -2.778857 0.176409
3.267907 -1.743593 1.275046
3.717036 0.099295 1.049430
1.255742 -2.637600 1.086217
