4.124620 -1.394992 -0.208642
4.314313 -1.096912 0.229695
3.784254 -1.364460 0.935672
2.976273 -0.809902 1.609223
3.147860 -1.991154 -0.128364
4.262546 0.223251 0.665106
3.884223 0.391143 1.079602
4.259197 0.012693 0.804991
4.222767 0.587150 0.079178
4.469999 -0.138375 0.291748
4.093221 -0.309546 1.106303
4.269415 -0.695779 0.791317
4.166141 -0.756083 -0.929381
4.325873 0.348181 -0.310799
4.410157 0.215133 0.071748
4.163426 -0.190813 -1.006947
3.959192 -1.511418 0.434444
4.485634 -0.077330 0.062219
3.680636 0.428804 1.223620
3.686580 0.149170 1.357563
3.174677 -1.888501 0.571985
4.371971 -0.726967 -0.542721
3.783935 -0.612814 -1.640568
3.138343 -1.745186 -1.348691
3.374479 1.756472 -0.989005
2.548277 1.707786 1.169813
3.835094 1.110393 -1.157697
3.400228 0.547568 -2.112827
3.083797 1.612256 0.924497
2.965633 0.703304 -2.364943
3.309317 1.570461 -1.456707
1.529771 1.047909 -2.479886
0.313340 1.485284 -1.393918
4.156293 0.672269 -0.554554
3.562934 0.901491 1.063561
3.405332 -1.037311 -1.852725
2.960072 1.736141 -1.600971
2.871577 1.571174 1.138426
3.091569 -1.677770 -1.512132
0.460983 1.801061 -1.051912
3.218755 -0.464381 -2.269301
1.861946 1.214792 -2.419435
3.478289 0.137329 -2.119645
2.960701 -1.996103 -1.027271
3.078534 0.373434 1.659375
0.709641 1.653931 -1.636163
4.047907 -0.093116 -1.331860
3.496713 1.287520 -1.556228
3.932123 0.805361 0.539829
1.859029 -2.287525 -0.961818
2.011113 1.759398 1.251073
0.390781 0.863612 -2.018259
3.870732 -1.013425 -1.155972
3.440542 0.509941 1.361169
1.031543 1.202776 -2.245439
0.829804 1.627142 -1.768031
0.748251 0.773041 -2.317474
3.324560 1.303958 -1.745058
2.772691 0.111319 1.839319
2.729035 -1.999722 0.571789
3.462246 1.126578 1.020932
3.722146 1.201664 0.559765
0.489984 1.175802 -1.911553
3.196518 -1.128635 -1.979642
2.739945 0.357452 -2.554898
1.026007 1.610552 -1.912094
1.470366 -2.220637 -1.068457
2.759546 -2.094926 0.291426
3.074990 0.969968 -2.185022
